citation,label
"Our method, extending this line of research with the use of labelled LFG dependencies, partial matching, and n-best parses, allows us to considerably outperform Liu and Gildea?s (2005) highest correlations with human judgement (they report 0.144 for the correlation with human fluency judgement, 0.202 for the correlation with human overall judgement), although it has to be kept in mind that such comparison is only tentative, as their correlation is calculated on a different test set.",NC
"Our model improves the baseline provided by (Cahill and van Genabith, 2006): (i) accuracy is increased by creating a lexicalised PCFG grammar and enriching conditioning context with parent f-structure features; and (ii) coverage is increased by providing lexical smoothing and fuzzy matching techniques for rule smoothing.",NC
Our model is not unique in suffering from a multiplicity of equilibria; multiple equilibria exist in many signaling games as well (e.g. Spence 1973).,NC
Our normal-form parser significantly outperforms the parser of Clark et al . ( 2002 ) and produces results at least as good as the current state-of-the-art for CCG parsing .,NC
"Several reviews have been conducted, but these are focused solely on one type of peer support, such as that from a community health worker [ |CR19| ], volunteer-based peer support [ |CR20| ] or telephone peer support intervention [ |CR21| ], neither of which included randomized controlled trials (RCTs) [ |CR19| - |CR22| ] or quantitative analysis [ |CR23|, |CR24| ].",CC
"Our preliminary experiments with n-gram-based overlap measures, such as BLEU (Papineni et al. 2002) and ROUGE (Lin and Hovy 2003), show that these metrics do not correlate with human judgments on the fusion task, when tested against two reference outputs.",NC
Our results outperform those reported in ( ).,NC
Our study also shows that the simulated-annealing algorithm (Kirkpatrick et al. 1983) is more effective 1552 than the perceptron algorithm (Collins 2002) for feature weight tuning.,NC
"Our system improves over the latent named-entity tagging in Haghighi and Klein (2007), from 61% to 87%.",NC
"Some climate change-related keywords were provided in the study by de Gouveia and Inglesi-Lotz (2021). However, it is not clear which field is used to retrieve related records in Web of Science Core Collection for de Gouveia and Inglesi-Lotz?s study.",CC
"Some of the remaining resources above mentioned do contain alignments between all combinations of language pairs; however the quality of these alignments is questionable given that the alignment method utilized for most of them is solely based on sentence length information (Varga et al., 2005).",CC
"Our system outperforms competing approaches, including the standard machine translation alignment models (Brown et al. 1993; Vogel, Ney, and Tillmann 1996) and the state-of-the-art Cut and Paste summary alignment technique (Jing 2002).",NC
"Phrase-based approaches (Och and Ney, 2004) to statistical machine translation (SMT) have recently achieved impressive results, leading to significant improvements in accuracy over the original IBM models (Brown et al., 1993).",NC
"Phrase-based systems, flat and hierarchical alike (Koehn et al., 2003; Koehn, 2004b; Koehn et al., 2007; Chiang, 2005; Chiang, 2007), have achieved a much better translation coverage than wordbased ones (Brown et al., 1993), but untranslated words remain a major problem in SMT.",NC
"Phrase-based translation models (Marcu and Wong, 2002; Koehn et al., 2003; Och and Ney, 2004), which go beyond the original IBM translation models (Brown et al., 1993) by modeling translations of phrases rather than individual words, have been suggested to be the state-of-theart in statistical machine translation by empirical evaluations.",NC
"Statistical disambiguation such as (Collins and Brooks, 1995) for PP-attachment or (Collins, 1997; Charniak, 2000) for generative parsing greatly improve disambiguation, but as they model by imitation instead of by understanding, complete soundness has to remain elusive.",CC
"The development of the very first Hebrew Tree-bank ( ) called for the exploration of general statistical parsing methods, but the application was at first limited.",CC
"Statistical phrase-based systems (Och and Ney, 2004; Koehn et al., 2003) have consistently delivered state-of-the-art performance in recent machine translation evaluations, yet these systems remain weak at handling word order changes.",CC
"Phrase-based Unigram Model Various papers use phrase-based translation systems (Och et al., 1999; Marcu and Wong, 2002; Yamada and Knight, 2002) that have shown to improve translation quality over single-word based translation systems introduced in (Brown et al., 1993).",NC
"Point-wise mutual information (PMI) is commonly used for computing the association of two terms (e.g., Turney 2002), which is defined as: nullnullnull null null,null null nullnullnull nullnullnullnull,nullnull nullnull null null null nullnullnullnullnull. However, we argue that PMI is not a suitable measure for our purpose.",NC
"Polarity: Vincze et al. (2008) found that less than 14% sentences occurring in biomedical abstracts are negative. However, our event-centred view of negation showed that more than 19% of events belong to sentences containing some kind of negation, although only 7% of events were found to be negated.",NC
Poon and Domingos (2008) outperformed Haghighi and Klein (2007).,NC
"The pioneer work on Chinese temporal relation extraction was first reported by Li and Wong (Li and Wong, 2002). To discover temporal relations embedded in a sentence, they devised a set of simple rules to map the combined effects of temporal indicators, which are gathered from different grammatical categories, to their corresponding relations. However, their work did not focus on relative temporal relations",CC
"Practically, bag-of-word representation has been very effective in many tasks, including text categorization (Sebastiani, 2002) and information retrieval (Lewis, 1998). However, the close subjectivity ratio doesn't mean that subjectivity can never help identify document collections of opposing perspectives.",NC
"Presently, there exist methods for learning oppositional terms (Marcu and Echihabi, 2002) and paraphrase learning has been thoroughly studied, but successfully extending these techniques to learn incompatible phrases poses difficulties because of the data distribution.",NC
"Previous studies that analyzed differences between tumor grades were limited to gliomas [ |CR3|, |CR4|, |CR8|, |CR31| _ |CR33| ].",NC
"Previous work (Ding et al., 2008) performs the extraction of contexts and answers in multiple passes of the thread (with each pass corresponding to one question), which cannot address the interactions well.",NC
Pustejovsky et al . ( 2002 ) use a rule-based system to extract entities in the inhibit-relation .,NC
"Recent work using so-called meta-level priors to transfer information across tasks ( ), while related, does not take into explicit account the hierarchical structure of these meta-level features often found in NLP tasks.",NC
"Recent works in statistical machine translation (SMT) shows how phrase-based modeling (Och and Ney, 2000a; Koehn et al., 2003) significantly outperform the historical word-based modeling (Brown et al., 1993).",NC
"Recently, it was claimed that a slow, but efficient endosomal release was obtained with QDs (8?10 nm) functionalized with an amphiphatic palmitoylated peptide [63]. Interestingly, the endocytosed peptide-QDs accumulated within endosomes that were labelled with transferrin, a characteristic marker of early endosomes and the recycling pathway. Thus, one might wonder whether these small peptide-QDs are sorted into the recycling pathway rather than following the degradative pathway to lysosomes, and if some of the particles in the image may be bound to the cell surface following slow recycling.",NC
"Regardless of whether it takes the form of dictionaries (Lesk 1986; Guthrie et al. 1991; Dagan, Itai, and Schwall 1991; Karov and Edelman 1996), thesauri (Yarowsky 1992; Walker and Amsler 1986), bilingual corpora (Brown et al. 1991; Church and Gale 1991), or hand-labeled training sets (Hearst 1991; Leacock, Towell, and Voorhees 1993; Niwa and Nitta 1994; Bruce and Wiebe 1994), providing information for sense definitions can be a considerable burden. What makes our approach unique is that, since we narrow the problem to sense discrimination, we can dispense of an outside source of knowledge for defining senses.",NC
"Researchers developing corpus resources for summarisation work have often defined their own gold standard, relying on their own intuitions (see, e.g. Luhn, 1958; Edmundson, 1969) or have used abstracts supplied by authors or by professional abstractors as their gold standard (e.g. Kupiec et al., 1995; Mani and Bloedorn, 1998). Neither approach is very satisfactory.",NC
"Secondly, while most pronoun resolution evaluations simply exclude non-referential pronouns, recent unsupervised approaches (Cherry and Bergsma, 2005; Haghighi and Klein, 2007) must deal with all pronouns in unrestricted text, and therefore need robust modules to automatically handle non-referential instances.",NC
"Sentence-level approximations to B exist (Lin and Och, 2004; Liang et al., 2006), but we found it most effective to perform B computations in the context of a set of previously-translated sentences, following Watanabe et al.",NC
"Several papers have looked at higher-order representations, but have not examined the equivalence of syn/para distributions when formalized as Markov chains (Schutze and Pedersen, 1993; Lund and Burgess, 1996; Edmonds, 1997; Rapp, 2002; Biemann et al., 2004; Lemaire and Denhi`ere, 2006).",NC
"Since Czech is a language with relatively high degree of word-order freedom, and its sentences contain certain syntactic phenomena, such as discontinuous constituents (non-projective constructions), which cannot be straightforwardly handled using the annotation scheme of Penn Treebank (Marcus et al., 1993; Linguistic Data Consortium, 1999), based on phrase-structure trees, we decided to adopt for the PCEDT the dependency-based annotation scheme of the Prague Dependency Treebank PDT (Linguistic Data Consortium, 2001).",NC
Results disagree with Bequet and Przeworski [3] who reported a split time of 1.4 million years and an ancestral effective size of (C.I. ).,CC
"Since the method was originally developed for spoken lecture segmentation, we were not able to use the same parameters as suggested in (Malioutov and Barzilay, 2006).",NC
"Since the test data of (Svore et al., 2007) is not publicly available we were unable to carry out a more detailed comparison.",NC
"stance, the IBM models (Brown et al., 1993) can be improved by adding more context dependencies into the translation model using a ME framework rather than using only p(f j |e i ) (Garcia-Varea et al., 2002).",NC
"Statistical translation models (Brown, et al. 1993) only allow word to word and multi-word to word alignments.",NC
"The classic TRAINS natural-language dialogue project ( Allen et al., 1995 ) is a plan-based system which requires a detailed model of the domain and therefore cannot be used for a wide-ranging application such as financial services .",CC
"String alignment with synchronous grammars is quite expensive even for simple synchronous formalisms like ITG (Wu, 1997) but Duchi et al. show how to incorporate bipartite matching into max-product BP",NC
"The Con-Troll constraint solver ( Goetz and Meurers, 1997 ) attempted to handle complex antecedents, but used a classical interpretation of implication and no deductive phrase-structure backbone, which created a very large search space with severe non-termination problems .",CC
"Subsequent work on referring expression generation has expanded the logical framework to allow reference by negation ( the dog that is not black ) and references to multiple entities ( the brown or black dogs ) ( van Deemter, 2002 ), explored different search algorithms for finding the minimal description ( e.g., Horacek ( 2003 ) and offered different representation frameworks like graph theory ( Krahmer et al., 2003 ) as alternatives to AVMs . However, all these approaches are based on very similar formalisations of the problem, and all make the following assumptions: 1. A semantic representation exists. 2. A classification scheme for attributes exists. 3. The linguistic realisations are unambiguous. 4. Attributes cannot be reference modifying",NC
"The development of the very first Hebrew Tree-bank ( ) called for the exploration of general statistical parsing methods, but the application was at first limited.",CC
"Such a quasi-syntactic structure can naturally capture the reordering of phrases that is not directly modeled by a conventional phrase-based approach (Koehn et al., 2003).",NC
"The edge competition problem for SMT decoding is not addressed in previous work (Zhang et al., 2006; Huang, 2007) in which each SCFG rule is binarized in a fixed way.",CC
"Supervised approaches which make use of a small hand-labeled training set (Bruce and Wiebe, 1994; Yarowsky, 1993) typically outperform unsupervised approaches (Agirre et al., 2000; Litkowski, 2000; Lin, 2000; Resnik, 1997; Yarowsky, 1992; Yarowsky, 1995), but tend to be tuned to a specific corpus and are constrained by scarcity of labeled data.",NC
"Supervised semantic parsers (Zelle and Mooney, 1996; Tang and Mooney, 2001; Ge and Mooney, 2005; Zettlemoyer and Collins, 2005; Kate and Mooney, 2007; Zettlemoyer and Collins, 2007; Wong and Mooney, 2007; Kwiatkowski et al., 2010) rely on manual annotation of logical forms, which is expensive.",NC
"Surprisingly, although JESS-CM is a simpler version of the hybrid model in terms of model structure and parameter estimation procedure, JESS-CM provides F-scores of 94.45 and 88.03 for CoNLL00 and 03 data, respectively, which are 0.15 and 0.83 points higher than those reported in (Suzuki et al., 2007) for the same configurations.",NC
"SVM and MaxEnt have proved successful in information structure analysis (e.g. (Merity et al., 2009; Guo et al., 2011)) but, to the best of our knowledge, their semi-supervised versions have not been used for AZ of full articles.",NC
"The pioneer work on Chinese temporal relation extraction was first reported by Li and Wong (Li and Wong, 2002). To discover temporal relations embedded in a sentence, they devised a set of simple rules to map the combined effects of temporal indicators, which are gathered from different grammatical categories, to their corresponding relations. However, their work did not focus on relative temporal relations",CC
The finding contrasts claims by researchers that learning the collocations for pairs of synonyms is an effective method of learning the differences between words (Hill 2001; Lewis 2001; Woolard 2001).,CC
"The findings concerning the lack of significant differences in cohesion seem to contradict the results concerning expository and argumentative genres (e.g. Connor, 1984; Leki et al., 2008; Tapper, 2005) ?",CC
"Synchronous grammar formalisms that are capable of modeling such complex relationships while maintaining the context-free property in each language have been proposed for many years, (Aho and Ullman, 1972; Wu, 1997; Yamada and Knight, 2001; Melamed, 2003; Chiang, 2005), but have not been scaled to large corpora and long sentences until recently.",NC
"The generalized perceptron proposed by Collins (2002) is closely related to CRFs, but the best CRF training methods seem to have a slight edge over the generalized perceptron.",CC
"Synchronous Tree Adjoining Grammar ( STAG ) ( Shieber, 1994 ) lacks the latter and allows only limited discontinuities in each tree .",NC
"Table 3: Fl scores of various classifiers on NomBank SRL Our maximum entropy classifier consistently outperforms ( ), which also uses a maximum entropy classifier.",NC
"Table 5 presents the subtractive analysis to determine the impact of different feature types. From this we can see that the n-grams (unigrams and bi-grams) have by far the largest impact - and neither of these feature types was directly implemented by Teufel and Moens (2002). The next most important features are the first few words (again a unigram type feature), length and the section number. The Markov history features also have an impact of just over 1%.",NC
"Tables 14 and 16 shows that our new chunk tagger greatly outperforms other reported chunk taggers on the same training data and test data by 2%-3%.(Buchholz S., Veenstra J. and Daelmans W.(1999), Ramshaw L.A. and Marcus M.P.(1995), Daelemans W., Buchholz S. and Veenstra J.(1999), and Veenstra J.(1999)).",NC
"The 74.6% final accuracy on apartments is higher than any result obtained by Haghighi and Klein (2006) (the highest is 74.1%), higher than the supervised HMM results reported by Grenager et al.",NC
"The 75.4% results may seen low compared to parsing results like the 88% precision and recall in (Collins, 1997), but those parsing results include many easier-to-parse constructs.",NC
"The above two methods have been used in (Banea et al., 2008) for Romanian subjectivity analysis, but the experimental results are not very promising.",NC
The asymmetrical substitutability of contexts of direct synonyms in the present study and of synonymous adjectives in Miller and Charles (1989) as well as contexts of adjectival direct antonyms in Charles and Miller (1989) and of antonymous noun emotions in Charles (2000) represent a contradiction to conceptual arguments of antonymy.,NC
"The ATTM attempts to overcome the deficiencies of word-to-word translation models (Brown et al., 1993) through the use of phrasal translations.",NC
"The combination is significantly better than (Shen et al., 2007) at a very high level, but more importantly, Shens results (currently representing the replicable state-of-the-art in POS tagging) have been significantly surpassed also by the semisupervised Morce (at the 99 % confidence level).",NC
"The most widely applied training procedure for statistical machine translation IBM model 4 (Brown et al., 1993) unsupervised training followed by post-processing with symmetrization heuristics (Och and Ney, 2003) yields low quality word alignments.",CC
"The data therefore contrast with reports that Tregs and conventional T cells are equally sensitive to (superantigen-dependent or peptide-dependent) deletion (7, 9).",NC
"The dominance of traditional phrase-based statistical machine translation (PBSMT) models (Koehn et al., 2003) has recently been challenged by the development and improvement of a number of new models that explicity take into account the syntax of the sentences being translated.",NC
"The Opinion article by Dr Goodson ( |B1| ) [as well as earlier published or publicly expressed opinions of P Duesberg, K Mullis, and other denialists, none of whom has ever worked with HIV/AIDS ( |B2| _ |B5|, |B7| _ |B12| )] is similarly harmful for public health, as it disseminates dangerous misinformation about HIV/AIDS that can affect prevention decisions made by uninfected people and treatment decisions made by HIV-infected people.",CC
"The pioneer work on Chinese temporal relation extraction was first reported by Li and Wong (Li and Wong, 2002). To discover temporal relations embedded in a sentence, they devised a set of simple rules to map the combined effects of temporal indicators, which are gathered from different grammatical categories, to their corresponding relations. However, their work did not focus on relative temporal relations",CC
"The evaluation shows that our algorithm considerably outperforms (Cahill et al., 2004)s with respect to Chinese data.",NC
"The process of phrase extraction is difficult to optimize in a non-discriminative setting: many heuristics have been proposed (Koehn et al., 2003), but it is not obvious which one should be chosen for a given language pair.",CC
"The experimental results show that our method outperforms the synchronous binarization method (Zhang et al., 2006) with over 0.8 BLEU scores on both NIST 2005 and NIST 2008 Chinese-to-English evaluation data sets.",NC
"The field of machine translation has seen many advances in recent years, most notably the shift from word-based (Brown et al., 1993) to phrase-based models which use token n-grams as translation units (Koehn et al., 2003).",NC
"The results of Liu et al [ |R113| _ |R115| ] suggest that PDGF signalling occurs in caveolae; however, the more recent study by Matveev and Smart [ |R96| ] suggests that the PDGFR is normally located in lipid rafts, and re-localises to caveolae after prolonged exposure to ligand.",CC
"The results of the present study are in contrast with the findings of Lombardi et al, who detected XMRV in 67% of the patients with chronic fatigue syndrome analysed |ref7|.",CC
"The final system outperformed that of ( Soon et al., 2001 ), with F-scores of 69.1 and 63.4 for MUC-6 and MUC-7, respectively .",NC
The findings of the current study differ from those?,NC
The IB1-IG algorithm has been able to improve the best reported F rates for a standard data set ( 92.37 versus Ramshaw and Marcus 1995 ' s 92.03 ) .,NC
"The large and complex structure of TFS descriptions (Carpenter, 1992) leads to slow unification times, affecting the parsing times.",NC
"The large majority of publications describe long-term escape variants of tumor cells ( |B6|, |B7| ), mouse models ( |B4|, |B8| ), and data from human bulk tumors ( |B9|, |B10| ), which are suboptimal for individualized and broad characterization of the immediate interplay between specific cell types of the tumor microenvironment.",NC
"The literature boom in the life sciences over the past few years has sparked increasing interest into text mining tools, which facilitate the automatic extraction of useful knowledge from text (Ananiadou et al., 2006; Ananiadou & McNaught, 2006; Zweigenbaum et al., 2007; Cohen & Hunter, 2008). Most of these tools have focussed on entity recognition and relation extraction and with few exceptions, e.g., (Hyland, 1996; Light et al., 2004; Sandor, 2007; Vincze et al., 2008), do not take into account the discourse context of the knowledge extracted. However, failure to take this context into account results in the loss of information vital for the correct interpretation of extracted knowledge,",NC
"The method was intended as a replacement for sentence-based methods (e.g., (Brown et al., 1991a; Gale and Church, 1991b; Kay and Rosenschein, 1993)), which are very sensitive to noise.",NC
"The utility of ITG as a reordering constraint for most language pairs, is well-known both empirically (Zens and Ney, 2003) and analytically (Wu, 1997), however ITG?s straight (monotone) and inverted (reverse) rules exhibit strong cohesiveness, which is inadequate to express orientations that require gaps.",CC
"The morphological processing in PairClass (Minnen et al., 2001) is more sophisticated than in Turney (2006).",NC
"The most commonly used metric, BLEU, correlates well over large test sets with human judgments (Papineni et al., 2002), but does not perform as well on sentence-level evaluation (Blatz et al., 2003).",NC
"The problem is typically presented in log-space, which simplifies computations, but otherwise does not change the problem due to the monotonicity of the log function (hm = log hprimem) log p(t|s) = summationdisplay m m hm(t,s) (3) Phrase-based models (Koehn et al., 2003) are limited to the mapping of small contiguous chunks of text.",NC
"The program takes the output of char_align (Church, 1993), a robust alternative to sentence-based alignment programs, and applies word-level constraints using a version of Brown el al.'s Model 2 (Brown et al., 1993), modified and extended to deal with robustness issues.",NC
"The Zipfian nature of a text corpus results in PCFG parameters related to the properties of specific words being especially badly estimated. For instance, about 38% of verbs in the training sections of the Penn Treebank (PTB) (Marcus et al., 1993) occur only once ? the lexical properties of these verbs (such as their most common subcategorization frames ) cannot be represented accurately in a model trained exclusively on the Penn Treebank.",CC
"The remaining three studies [ |B26|, |B30|, |B31| ] failed to pool the analysis because of the absence of primary data, but all of them reported the significant effects of salvianolic acid for decreasing myocardial infarct size compared with the control group ( P < 0.05 or P < 0.01).",CC
The results show that all our methods outperform the baseline method AR-2011 that was proposed by Abu-Jbara and Radev (2011).,NC
"The review article entitled ""A Review of Coronary Vessel Segmentation Algorithms"" published in Journal of Medical Signals and Sensors, on pages 49-54, Issue 1, Volume 1, 2011[ |ref1| ], has number of unattributed sections of content with high rate of similarity.",CC
"The review-mining work most relevant to our research is that of (Hu and Liu, 2004) and (Kobayashi et al., 2004). Both identify product features from reviews, but opine significantly improves on both.",NC
"The simplicity of our approach makes it easy to incorporate dependencies across the whole corpus, which would be relatively much harder to incorporate in approaches like (Bunescu and Mooney, 2004) and (Finkel et al., 2005).",NC
"The size of the development set used to generate 1 and 2 (1000 sentences) compensates the tendency of the unsmoothed MERT algorithm to overfit (Och, 2003) by providing a high ratio between number of variables and number of parameters to be estimated.",NC
The sluggish rate of change between the middle and far similarities and co-occurrences found in Rubenstein and Goodenough is replaced by a more dynamic rate of change or a strong linear relation between meanings and d-primes across the entire continuum.,NC
"The TCM scheme offers two zone classes which are relevant here, CONTRAST and BASIS. They are, however, used for rather restricted purposes: they identify the author's (positive or negative) attitudes toward other work as well as the status of the author's work in research paradigms (Teufel & Moens, 2002). We need to cover a wider range of relations concerning data and findings Nested annotation",NC
"These findings contradict the findings in the Reid (1987) study, which included Arabic, Chinese, Japanese, Korean, Malay, Spanish, Thai, and Indonesian ESL students, as well as English speakers or nine language backgrounds, but no Russian students.",CC
"The WITAS dialogue system with context- sensitive speech recognition showed significantly better recognition rates than a previous version of the system that used the full grammar for recognition at all times ( ( Lemon, 2004 ) reports a 11.5 % reduction in overall utterance recognition error rate ) .",NC
The work of Och et al (2004) is perhaps the bestknown study of new features and their impact on translation quality.,NC
"These results are surprising as they conflict with the mechanistic hypothesis and experimental evidence that mTOR inhibition decreases VEGF levels [ |CR30|, |CR33|, |CR34| ].",CC
These results contrast with observations of a dramatic threefold increase in beta cell area over the same time period reported by Melton and colleagues [ |CR10| ].,CC
"The work reported in Wu (1997), which uses an inside-outside type of training algorithm to learn statistical contextfree transduction, has a similar motivation to the current work, but the models we describe here, being fully lexical, are more suitable for direct statistical modelling.",NC
"There are other reports on the slowness of SVM classifiers. Another SVM-based NE recognizer (Yamada and Matsumoto, 2001) is 0.8 sentences/sec on a Pentium III 933 MHz PC. An SVM-based part-of-speech (POS)",NC
"There have been several attempts at extracting features for polarity classification from dependency parses, but most focus on extracting specific types of information such as adjective-noun relations (e.g., Dave et al. (2003), Yi et al. (2003)) or nouns that enjoy a dependency relation with a polarity term (e.g., Popescu and Et-zioni (2005)).",NC
"Therefore, S-acylation is a more representative term than palmitoylation (Jones et al, |B106| ; Sorek et al, |B201| ; Hurst and Hemsley, |B101| ).",NC
"Therefore, sublanguage techniques such as Sager (1981) and Smadja (1993) do not work.",NC
"Therefore, variables used in Hidden Markov models of pitch accent prediction have been very limited, e.g. part of speech and frequency ( Pan and McKeown, 1999 ) .",NC
"These classes show some degradation, e.g. 72.9 F1, but it is worth noting that these totally unsupervised numbers are better than the performance of the CCM model of Klein and Manning ( 2002 ) running off of Penn treebank word classes .",NC
"These data appear to be opposed to those showing that activation of mTOR signaling promotes anorexia [ |B190|, |B192| ].",NC
These genes of the five strain comparison overlap to some extent but not completely with those genes found by us for a two strain comparison [|pone.0154531.ref076|].,NC
This conclusion appeared inconsistent with other experiments that indicated that H2-DM mutant animals generate strong CD4 + T cell responses when immunized with synthetic peptides (16).,CC
"This contrasts with conclusions associating leucine with neural mechanisms [ |b29-ijms-15-01374|, |b77-ijms-15-01374| ].",CC
This contrasts with studies reported by Boldt and coworkers [ |B9| ] showing a continuous rise in urinary A1-MG levels after surgery up to 48 hours.,CC
"These methods go beyond the original IBM machine translation models (Brown et al., 1993), by allowing multi-word units (phrases) in one language to be translated directly into phrases in another language.",NC
"This extends our finding that CaMV DNA accumulation is not dramatically affected in any of the four single dcl mutants ( |B14| ), and is in contrast to Moissiard and Voinnet ( |B16| ) who observed a strong increase in accumulation of CaMV 35S RNA and coat protein in dcl2/3/4 compared to wild-type plants.",CC
"These scores are higher than those of several other parsers (e.g. Collins 1997, 99; Charniak 1997), but remain behind tim scores of Charniak (2000) who obtains 90.1% LP and 90.1% LR for sentences _< 40 words.",NC
"These SVM classifiers can handle many non-independent features. However, for this sequence labeling problem, Han et al. (2003) work in a two stages process: first classifying each line independently to assign it label, then adjusting these labels based on an additional classifier that examines larger windows of labels. Solving the information extraction problem in two steps looses the tight interaction between state transitions and observations.",NC
"They are a bit controversial in a proper machine translation, where the popular BLEU score (Papineni et al., 2002), although widely accepted as a measure of translation accuracy, seems to favor stochastic approaches based on 91 an n-gram model over other MT methods (see the results in (Nist, 2001)).",NC
"They reported that their method is superior to BLEU (Papineni et al., 2002) in terms of the correlation between human assessment and automatic evaluation.",NC
"This is a problem with other direct translation models, such as IBM model 1 used as a direct model rather than a channel model (Brown et al., 1993).",CC
"Thirdly, (Shen et al., 2008) deploys the dependency language model to augment the lexical language model probability between two head words but never seek a full dependency graph.",NC
"This additional conditioning has the effect of making the choice of generation rules sensitive to the history of the generation process, and, we argue, provides a simpler, more uniform, general, intuitive and natural probabilistic generation model obviating the need for CFG-grammar transforms in the original proposal of (Cahill and van Genabith, 2006).",NC
"This is in contrast to purely statistical systems (e.g., \[Brown et al., 1992\]), which are difficult to inspect and modify.",CC
"This is in direct contrast to recent reported results in which other filtering strategies lead to degraded performance (Shen et al., 2008; Zollmann et al., 2008).",CC
"This largely differentiates our system from existing studies, such as the work of Sharifi et al. (2010), which uses only tweet-level content features (e.g., keywords) to select representative sentences. http://www.twitter.com",CC
"This latter point is a critical difference that contrasts to the major weakness of the work of (Liang et al., 2006) which uses a top-N list of translations to select the maximum BLEU sentence as a target for training (so called local update).",CC
"This approach addresses the problematic aspects of both pure knowledge-based generation (where incomplete knowledge is inevitable) and pure statistical bag generation (Brown et al., 1993) (where the statistical system has no linguistic guidance).",NC
"This approach improves upon earlier work on discourse structure such as Lascarides and Asher 1991 and Kehler 1994a in reducing the number of possible ambiguities ; it is also more precise than the Kamp / Hinrichs / Partee approach in that it takes into account ways in which the apparent defaults can be overridden and differentiates between events and activities, which behave differently in narrative progression .",NC
"This can explain why previous attempts to use WordNet for generating sentence-level paraphrases (Barzilay and Lee, 2003; Quirk et al., 2004) were unsuccessful.",NC
"This cost can often be substantial, as with the Penn Treebank (Marcus et al., 1993).",NC
"This implies that the complexity of structure divergence between two languages is higher than suggested in literature (Fox, 2002; Galley et al., 2004).",NC
"This is an improvement of 11 % absolute over state-of-the-art bootstrapping WSD algorithm yielded by Mihalcea ( Mihalcea, 2002 ) .",NC
"This is because their training data, the Penn Treebank (Marcus et al., 1993), does not fully annotate NP structure.",NC
"This means that the approach for SA should be switched from the rather shallow analysis techniques used for text mining (Hearst, 1999; Nasukawa and Nagano, 2001), where some errors can be treated as noise, into deep analysis techniques such as those used for machine translation (MT) where all of the syntactic and semantic phenomena must be handled.",NC
"This represents a period where fear of adverse reactions to the vaccine was high, and the public discourse was tainted by the work of Wakefield [ |ref5| ] and others on the link between autism, as well as other diseases, and the MMR vaccination.",CC
"This result is clearly in contrast to studies which conclude that humans are not very reliable at this kind of task (Rath et al., 1961). We attribute this difference to a difference in our instructions. Whereas the subjects in Rath et al.'s experiment were asked to look for the most relevant sentences, our annotators had to look for specific argumentative roles which seems to have eased the task. In addition, our guidelines give very specific instructions for ambiguous cases",CC
"This measure of contextual similarity based on substitutability provides a better estimate of semantic similarity than does a measure of contextual similarity based on co-occurrence (Rubenstein & Goodenough, 1965).",NC
"This method has the advantage that it is not limited to the model scaling factors as the method described in (Och, 2003).",NC
"This method was preferred against other related methods, like the one introduced in (Mihalcea et al., 2004), since it embeds all the available semantic information existing in WordNet, even edges that cross POS, thus offering a richer semantic representation.",NC
"This method was shown to outperform the class based model proposed in (Brown et al., 1992)",NC
"This method was shown to outperform the class based model proposed in (Brown et al., 1992) and can thus be expected to discover better clusters of words.",NC
This normal form allows simpler algorithm descriptions than the normal forms used by Wu ( 1997 ) and Melamed ( 2003 ) .,NC
"This provides a compelling advantage over previous dependency language models for MT (Shen et al., 2008), which use a 5-gram LM only during reranking.",NC
"This time the chunker achieved a F~=l score of 93.81 which is half a point better than the results obtained by (Ramshaw and Marcus, 1995): 93.3 (other chunker rates for this data: accuracy: 98.04%; precision: 93.71%; recalh 93.90%).",NC
"Though pilot studies have been performed to make use of English corpora for subjectivity classification in other languages (Mihalcea et al., 2007; Banea et al., 2008), the methods are very straightforward by directly employing an inductive classifier (e.g. SVM, NB), and the classification performance is far from satisfactory because of the language gap between the original language and the translated language.",NC
"Though taggers based on dependency networks (Toutanova et al., 2003), SVM (Gimenez and M`arquez, 2003), MaxEnt (Ratnaparkhi, 1996), CRF (Smith et al., 2005), and other methods may reach slightly better results, their train/test cycle is orders of magnitude longer.",NC
"Thus, we believe that our work is fundamentally different from a direct gene therapy approach of Caccamo et al [ |r30| ] who have shown that increasing brain p62 expression might be a valid approach to restore neuronal function in proteinopathies.",NC
"To our knowledge no systems directly address Problem 1, instead choosing to ignore the problem by using one or a small handful of reference derivations in an n-best list (Liang et al., 2006; Watanabe et al., 2007), or else making local independence assumptions which side-step the issue (Ittycheriah and Roukos, 2007; Tillmann and Zhang, 2007; Wellington et al., 2006).",NC
"Topic-oriented multi-document summarization has already been studied in other evaluation initiatives which provide testbeds to compare alternative approaches (Over, 2003 ; Goldstein et al., 2000 ; Radev et al., 2000 ). Unfortunately, those studies have been restricted to very small summaries (around 100 words) and small document sets (10- 20 documents). These are relevant summarization tasks, but hardly representative of the Information Synthesis problem we are focusing on.",NC
"Translations tables in Phrase-based Statistical Machine Translation (SMT) are often built on the basis of Maximum-likelihood Estimation (MLE), being one of the major limitations of this approach that the source sentence context in which phrases occur is completely ignored (Koehn et al., 2003).",NC
"Turney's (2002) work is perhaps one of the most notable examples of unsupervised polarity classification. However, while his system learns the semantic orientation of the phrases in a review in an unsupervised manner, this information is used to predict the polarity of a review heuristically.",NC
"Unfortunately, there is no straightforward generalization of the method of Smith and Smith (2007) to the two edge marginal problem.",NC
